poem_id,stanza_id,line_id,total_lines_in_stanza,total_stanzas_in_poem,id_stanza_in_poem,id_line_in_stanza,title,line_text,emotion1anno1,emotion2anno1,emotion1anno2,emotion2anno2
23,3,4,4,4,3,4,Crossing the Bar,When I embark;,Sadness,,Vitality,
23,4,1,4,4,4,1,Crossing the Bar,For tho’ from out our bourne of Time and Place,Beauty / Joy,,Vitality,
23,4,2,4,4,4,2,Crossing the Bar,"The flood may bear me far,",Beauty / Joy,,Vitality,
23,4,3,4,4,4,3,Crossing the Bar,I hope to see my Pilot face to face,Beauty / Joy,,Vitality,
23,4,4,4,4,4,4,Crossing the Bar,When I have crost the bar.,Beauty / Joy,,Vitality,
24,1,1,4,6,1,1,THE TYGER,"Tyger , tyger , burning bright",Beauty / Joy,,Beauty / Joy,
24,1,2,4,6,1,2,THE TYGER,"In the forests of the night ,",Beauty / Joy,,Beauty / Joy,
24,1,3,4,6,1,3,THE TYGER,What immortal hand or eye,Beauty / Joy,Awe / Sublime,Beauty / Joy,
24,1,4,4,6,1,4,THE TYGER,Could frame thy fearful symmetry ?,Beauty / Joy,Awe / Sublime,Beauty / Joy,
24,2,1,4,6,2,1,THE TYGER,In what distant deeps or skies,Beauty / Joy,,Beauty / Joy,
24,2,2,4,6,2,2,THE TYGER,Burnt the fire of thine eyes ?,Beauty / Joy,,Beauty / Joy,
24,2,3,4,6,2,3,THE TYGER,On what wings dare he aspire ?,Beauty / Joy,,Beauty / Joy,
24,2,4,4,6,2,4,THE TYGER,What the hand dare seize the fire ?,Beauty / Joy,,Beauty / Joy,
24,3,1,4,6,3,1,THE TYGER,And what shoulder and what art,Uneasiness,,Uneasiness,
24,3,2,4,6,3,2,THE TYGER,Could twist the sinews of thy heart ?,Uneasiness,,Uneasiness,
24,3,3,4,6,3,3,THE TYGER,"And , when thy heart began to beat ,",Uneasiness,,Uneasiness,
24,3,4,4,6,3,4,THE TYGER,What dread hand and what dread feet ?,Uneasiness,,Uneasiness,
24,4,1,4,6,4,1,THE TYGER,What the hammer ? what the chain ?,Uneasiness,,Uneasiness,
24,4,2,4,6,4,2,THE TYGER,In what furnace was thy brain ?,Uneasiness,,Uneasiness,
24,4,3,4,6,4,3,THE TYGER,What the anvil ? what dread grasp,Uneasiness,,Uneasiness,
24,4,4,4,6,4,4,THE TYGER,Dare its deadly terrors clasp ?,Uneasiness,,Uneasiness,
24,5,1,4,6,5,1,THE TYGER,"When the stars threw down their spears ,",Awe / Sublime,,Awe / Sublime,
24,5,2,4,6,5,2,THE TYGER,"And watered heaven with their tears ,",Awe / Sublime,,Awe / Sublime,
24,5,3,4,6,5,3,THE TYGER,Did he smile his work to see ?,Awe / Sublime,,Awe / Sublime,
24,5,4,4,6,5,4,THE TYGER,Did he who made the lamb make thee ?,Awe / Sublime,,Awe / Sublime,
24,6,1,4,6,6,1,THE TYGER,"Tyger , tyger , burning bright",Beauty / Joy,,Beauty / Joy,
24,6,2,4,6,6,2,THE TYGER,"In the forests of the night ,",Beauty / Joy,,Beauty / Joy,
24,6,3,4,6,6,3,THE TYGER,What immortal hand or eye,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
24,6,4,4,6,6,4,THE TYGER,Dare frame thy fearful symmetry ?,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
25,1,1,4,3,1,1,Leda and the Swan,A sudden blow: the great wings beating still,Suspense,,Suspense,Uneasiness
25,1,2,4,3,1,2,Leda and the Swan,"Above the staggering girl, her thighs caressed",Uneasiness,,Suspense,Uneasiness
25,1,3,4,3,1,3,Leda and the Swan,"By the dark webs, her nape caught in his bill,",Uneasiness,,Suspense,Uneasiness
25,1,4,4,3,1,4,Leda and the Swan,He holds her helpless breast upon his breast.,Uneasiness,,Suspense,Uneasiness
25,2,1,4,3,2,1,Leda and the Swan,How can those terrified vague fingers push,Uneasiness,,Suspense,Uneasiness
25,2,2,4,3,2,2,Leda and the Swan,The feathered glory from her loosening thighs?,Uneasiness,,Suspense,Uneasiness
25,2,3,4,3,2,3,Leda and the Swan,"And how can body, laid in that white rush,",Uneasiness,,Suspense,Uneasiness
25,2,4,4,3,2,4,Leda and the Swan,But feel the strange heart beating where it lies?,Uneasiness,,Suspense,Uneasiness
25,3,1,6,3,3,1,Leda and the Swan,A shudder in the loins engenders there,Uneasiness,,Uneasiness,
25,3,2,6,3,3,2,Leda and the Swan,"The broken wall, the burning roof and tower",Uneasiness,,Uneasiness,
25,3,3,6,3,3,3,Leda and the Swan,"And Agamemnon dead. Being so caught up,",Uneasiness,,Uneasiness,
25,3,4,6,3,3,4,Leda and the Swan,"So mastered by the brute blood of the air,",Uneasiness,,Uneasiness,
25,3,5,6,3,3,5,Leda and the Swan,Did she put on his knowledge with his power,Uneasiness,,Uneasiness,
25,3,6,6,3,3,6,Leda and the Swan,Before the indifferent beak could let her drop?,Uneasiness,,Uneasiness,
26,1,1,8,6,1,1,THE CHARGE OF THE LIGHT BRIGADE .,"Half a league , half a league ,",Uneasiness,,Suspense,Uneasiness
26,1,2,8,6,1,2,THE CHARGE OF THE LIGHT BRIGADE .,"Half a league onward ,",Uneasiness,,Suspense,Uneasiness
26,1,3,8,6,1,3,THE CHARGE OF THE LIGHT BRIGADE .,All in the valley of Death,Uneasiness,,Suspense,Uneasiness
26,1,4,8,6,1,4,THE CHARGE OF THE LIGHT BRIGADE .,Rode the six hundred .,Uneasiness,,Suspense,Uneasiness
26,1,5,8,6,1,5,THE CHARGE OF THE LIGHT BRIGADE .,"‘ Forward , the Light Brigade ! ’",Uneasiness,Suspense,Suspense,Uneasiness
26,1,6,8,6,1,6,THE CHARGE OF THE LIGHT BRIGADE .,‘ Charge for the guns ! ’ he said :,Uneasiness,Suspense,Suspense,Uneasiness
26,1,7,8,6,1,7,THE CHARGE OF THE LIGHT BRIGADE .,Into the valley of Death,Uneasiness,Suspense,Suspense,Uneasiness
26,1,8,8,6,1,8,THE CHARGE OF THE LIGHT BRIGADE .,Rode the six hundred .,Uneasiness,Suspense,Suspense,Uneasiness
26,2,1,9,6,2,1,THE CHARGE OF THE LIGHT BRIGADE .,"‘ Forward , the Light Brigade ! ’",Uneasiness,,Uneasiness,
26,2,2,9,6,2,2,THE CHARGE OF THE LIGHT BRIGADE .,"Was there a man dismay ""d ?",Uneasiness,,Uneasiness,
26,2,3,9,6,2,3,THE CHARGE OF THE LIGHT BRIGADE .,Not tho ’ the soldier knew,Uneasiness,,Uneasiness,
26,2,4,9,6,2,4,THE CHARGE OF THE LIGHT BRIGADE .,"Some one had blunder ""d :",Uneasiness,,Uneasiness,
26,2,5,9,6,2,5,THE CHARGE OF THE LIGHT BRIGADE .,"Their ""s not to make reply ,",Uneasiness,,Uneasiness,
26,2,6,9,6,2,6,THE CHARGE OF THE LIGHT BRIGADE .,"Their ""s not to reason why ,",Uneasiness,,Uneasiness,
26,2,7,9,6,2,7,THE CHARGE OF THE LIGHT BRIGADE .,"Their ""s but to do and die :",Uneasiness,,Uneasiness,
26,2,8,9,6,2,8,THE CHARGE OF THE LIGHT BRIGADE .,Into the valley of Death,Uneasiness,,Uneasiness,
26,2,9,9,6,2,9,THE CHARGE OF THE LIGHT BRIGADE .,Rode the six hundred .,Uneasiness,,Uneasiness,
26,3,1,9,6,3,1,THE CHARGE OF THE LIGHT BRIGADE .,"Cannon to right of them ,",Uneasiness,Vitality,Uneasiness,
26,3,2,9,6,3,2,THE CHARGE OF THE LIGHT BRIGADE .,"Cannon to left of them ,",Uneasiness,Vitality,Uneasiness,
26,3,3,9,6,3,3,THE CHARGE OF THE LIGHT BRIGADE .,Cannon in front of them,Uneasiness,Vitality,Uneasiness,
26,3,4,9,6,3,4,THE CHARGE OF THE LIGHT BRIGADE .,"Volley ""d and thunder ""d ;",Uneasiness,Vitality,Uneasiness,
26,3,5,9,6,3,5,THE CHARGE OF THE LIGHT BRIGADE .,"Storm ""d at with shot and shell ,",Uneasiness,Vitality,Uneasiness,
26,3,6,9,6,3,6,THE CHARGE OF THE LIGHT BRIGADE .,"Boldly they rode and well ,",Uneasiness,,Uneasiness,
26,3,7,9,6,3,7,THE CHARGE OF THE LIGHT BRIGADE .,"Into the jaws of Death ,",Uneasiness,,Uneasiness,
26,3,8,9,6,3,8,THE CHARGE OF THE LIGHT BRIGADE .,Into the mouth of Hell,Uneasiness,,Uneasiness,
26,3,9,9,6,3,9,THE CHARGE OF THE LIGHT BRIGADE .,Rode the six hundred .,Uneasiness,,Uneasiness,
26,4,1,12,6,4,1,THE CHARGE OF THE LIGHT BRIGADE .,"Flash ""d all their sabres bare ,",Uneasiness,,Uneasiness,
26,4,2,12,6,4,2,THE CHARGE OF THE LIGHT BRIGADE .,"Flash ""d as they turn ""d in air ,",Uneasiness,,Uneasiness,
26,4,3,12,6,4,3,THE CHARGE OF THE LIGHT BRIGADE .,"Sabring the gunners there ,",Uneasiness,,Uneasiness,
26,4,4,12,6,4,4,THE CHARGE OF THE LIGHT BRIGADE .,"Charging an army , while",Uneasiness,,Uneasiness,
26,4,5,12,6,4,5,THE CHARGE OF THE LIGHT BRIGADE .,"All the world wonder ""d :",Uneasiness,,Uneasiness,
26,4,6,12,6,4,6,THE CHARGE OF THE LIGHT BRIGADE .,Plunged in the battery-smoke,Uneasiness,,Uneasiness,
26,4,7,12,6,4,7,THE CHARGE OF THE LIGHT BRIGADE .,Right thro ’ the line they broke ;,Uneasiness,,Uneasiness,
26,4,8,12,6,4,8,THE CHARGE OF THE LIGHT BRIGADE .,Cossack and Russian,Uneasiness,,Uneasiness,
26,4,9,12,6,4,9,THE CHARGE OF THE LIGHT BRIGADE .,"Reel ""d from the sabre-stroke",Uneasiness,,Uneasiness,
26,4,10,12,6,4,10,THE CHARGE OF THE LIGHT BRIGADE .,"Shatter ""d and sunder ""d .",Uneasiness,,Uneasiness,
26,4,11,12,6,4,11,THE CHARGE OF THE LIGHT BRIGADE .,"Then they rode back , but not",Uneasiness,,Uneasiness,
26,4,12,12,6,4,12,THE CHARGE OF THE LIGHT BRIGADE .,Not the six hundred .,Uneasiness,,Uneasiness,
26,5,1,11,6,5,1,THE CHARGE OF THE LIGHT BRIGADE .,"Cannon to right of them ,",Uneasiness,Vitality,Uneasiness,
26,5,2,11,6,5,2,THE CHARGE OF THE LIGHT BRIGADE .,"Cannon to left of them ,",Uneasiness,Vitality,Uneasiness,
26,5,3,11,6,5,3,THE CHARGE OF THE LIGHT BRIGADE .,Cannon behind them,Uneasiness,Vitality,Uneasiness,
26,5,4,11,6,5,4,THE CHARGE OF THE LIGHT BRIGADE .,"Volley ""d and thunder ""d ;",Uneasiness,Vitality,Uneasiness,
26,5,5,11,6,5,5,THE CHARGE OF THE LIGHT BRIGADE .,"Storm ""d at with shot and shell ,",Uneasiness,Vitality,Uneasiness,
26,5,6,11,6,5,6,THE CHARGE OF THE LIGHT BRIGADE .,"While horse and hero fell ,",Uneasiness,,Uneasiness,
26,5,7,11,6,5,7,THE CHARGE OF THE LIGHT BRIGADE .,They that had fought so well,Uneasiness,,Uneasiness,
26,5,8,11,6,5,8,THE CHARGE OF THE LIGHT BRIGADE .,"Came thro ’ the jaws of Death ,",Uneasiness,,Uneasiness,
26,5,9,11,6,5,9,THE CHARGE OF THE LIGHT BRIGADE .,"Back from the mouth of Hell ,",Uneasiness,,Uneasiness,
26,5,10,11,6,5,10,THE CHARGE OF THE LIGHT BRIGADE .,"All that was left of them ,",Uneasiness,,Uneasiness,
26,5,11,11,6,5,11,THE CHARGE OF THE LIGHT BRIGADE .,Left of six hundred .,Uneasiness,,Uneasiness,
26,6,1,6,6,6,1,THE CHARGE OF THE LIGHT BRIGADE .,When can their glory fade ?,Vitality,,Vitality,
26,6,2,6,6,6,2,THE CHARGE OF THE LIGHT BRIGADE .,O the wild charge they made !,Vitality,,Vitality,
26,6,3,6,6,6,3,THE CHARGE OF THE LIGHT BRIGADE .,All the world wondered .,Vitality,,Vitality,
26,6,4,6,6,6,4,THE CHARGE OF THE LIGHT BRIGADE .,Honor the charge they made !,Vitality,,Vitality,
26,6,5,6,6,6,5,THE CHARGE OF THE LIGHT BRIGADE .,"Honor the Light Brigade ,",Vitality,,Vitality,
26,6,6,6,6,6,6,THE CHARGE OF THE LIGHT BRIGADE .,Noble six hundred !,Vitality,,Vitality,
27,1,1,4,2,1,1,THE MYSTERY OF PAIN .,Pain has an element of blank ;,Sadness,,Sadness,
27,1,2,4,2,1,2,THE MYSTERY OF PAIN .,It cannot recollect,Sadness,,Sadness,
27,1,3,4,2,1,3,THE MYSTERY OF PAIN .,"When it began , or if there were",Sadness,,Sadness,
27,1,4,4,2,1,4,THE MYSTERY OF PAIN .,A day when it was not .,Sadness,,Sadness,
27,2,1,4,2,2,1,THE MYSTERY OF PAIN .,"It has no future but itself ,",Sadness,,Sadness,
27,2,2,4,2,2,2,THE MYSTERY OF PAIN .,Its infinite realms contain,Sadness,,Sadness,
27,2,3,4,2,2,3,THE MYSTERY OF PAIN .,"Its past , enlightened to perceive",Sadness,,Sadness,
27,2,4,4,2,2,4,THE MYSTERY OF PAIN .,New periods of pain .,Sadness,,Sadness,
28,1,1,4,4,1,1,I taste a liquor never brewed,"I taste a liquor never brewed ,",Beauty / Joy,Vitality,Beauty / Joy,
28,1,2,4,4,1,2,I taste a liquor never brewed,From tankards scooped in pearl ;,Beauty / Joy,Vitality,Beauty / Joy,
28,1,3,4,4,1,3,I taste a liquor never brewed,Not all the vats upon the Rhine,Beauty / Joy,Vitality,Beauty / Joy,
28,1,4,4,4,1,4,I taste a liquor never brewed,Yield such an alcohol !,Beauty / Joy,Vitality,Beauty / Joy,
28,2,1,4,4,2,1,I taste a liquor never brewed,"Inebriate of air am I ,",Beauty / Joy,,Beauty / Joy,Vitality
28,2,2,4,4,2,2,I taste a liquor never brewed,"And debauchee of dew ,",Beauty / Joy,,Beauty / Joy,Vitality
28,2,3,4,4,2,3,I taste a liquor never brewed,"Reeling , through endless summer days ,",Beauty / Joy,,Beauty / Joy,Vitality
28,2,4,4,4,2,4,I taste a liquor never brewed,From inns of molten blue .,Beauty / Joy,,Beauty / Joy,Vitality
28,3,1,4,4,3,1,I taste a liquor never brewed,When landlords turn the drunken bee,Beauty / Joy,Vitality,Beauty / Joy,Vitality
28,3,2,4,4,3,2,I taste a liquor never brewed,"Out of the foxglove ""s door ,",Beauty / Joy,Vitality,Beauty / Joy,Vitality
28,3,3,4,4,3,3,I taste a liquor never brewed,"When butterflies renounce their drams ,",Beauty / Joy,Vitality,Beauty / Joy,Vitality
28,3,4,4,4,3,4,I taste a liquor never brewed,I shall but drink the more !,Beauty / Joy,Vitality,Beauty / Joy,Vitality
28,4,1,4,4,4,1,I taste a liquor never brewed,"Till seraphs swing their snowy hats ,",Beauty / Joy,Vitality,Beauty / Joy,Vitality
28,4,2,4,4,4,2,I taste a liquor never brewed,"And saints to windows run ,",Beauty / Joy,Vitality,Beauty / Joy,Vitality
28,4,3,4,4,4,3,I taste a liquor never brewed,To see the little tippler,Beauty / Joy,Vitality,Beauty / Joy,Vitality
28,4,4,4,4,4,4,I taste a liquor never brewed,Leaning against the sun !,Beauty / Joy,Vitality,Beauty / Joy,Vitality
29,1,1,14,1,1,1,"Bright star, would I were stedfast as thou art-”","Bright star, would I were stedfast as thou art—",Awe / Sublime,,Awe / Sublime,
29,1,2,14,1,1,2,"Bright star, would I were stedfast as thou art-”",Not in lone splendour hung aloft the night,Awe / Sublime,,Awe / Sublime,
29,1,3,14,1,1,3,"Bright star, would I were stedfast as thou art-”","And watching, with eternal lids apart,",Awe / Sublime,,Awe / Sublime,
29,1,4,14,1,1,4,"Bright star, would I were stedfast as thou art-”","Like nature’s patient, sleepless Eremite,",Awe / Sublime,,Awe / Sublime,
29,1,5,14,1,1,5,"Bright star, would I were stedfast as thou art-”",The moving waters at their priestlike task,Beauty / Joy,,Awe / Sublime,
29,1,6,14,1,1,6,"Bright star, would I were stedfast as thou art-”","Of pure ablution round earth’s human shores,",Beauty / Joy,,Awe / Sublime,
29,1,7,14,1,1,7,"Bright star, would I were stedfast as thou art-”",Or gazing on the new soft-fallen mask,Beauty / Joy,,Awe / Sublime,
29,1,8,14,1,1,8,"Bright star, would I were stedfast as thou art-”",Of snow upon the mountains and the moors—,Beauty / Joy,,Awe / Sublime,
29,1,9,14,1,1,9,"Bright star, would I were stedfast as thou art-”","No—yet still stedfast, still unchangeable,",Beauty / Joy,,Vitality,
29,1,10,14,1,1,10,"Bright star, would I were stedfast as thou art-”","Pillow’d upon my fair love’s ripening breast,",Beauty / Joy,,Vitality,
29,1,11,14,1,1,11,"Bright star, would I were stedfast as thou art-”","To feel for ever its soft fall and swell,",Beauty / Joy,,Vitality,
29,1,12,14,1,1,12,"Bright star, would I were stedfast as thou art-”","Awake for ever in a sweet unrest,",Beauty / Joy,,Vitality,
29,1,13,14,1,1,13,"Bright star, would I were stedfast as thou art-”","Still, still to hear her tender-taken breath,",Beauty / Joy,,Vitality,
29,1,14,14,1,1,14,"Bright star, would I were stedfast as thou art-”",And so live ever—or else swoon to death.,Beauty / Joy,Sadness,Vitality,
30,1,1,14,1,1,1,On Seeing the Elgin Marbles”,My spirit is too weak—mortality,Sadness,,Sadness,
30,1,2,14,1,1,2,On Seeing the Elgin Marbles”,"Weighs heavily on me like unwilling sleep,",Sadness,,Sadness,
30,1,3,14,1,1,3,On Seeing the Elgin Marbles”,And each imagined pinnacle and steep,Sadness,,Sadness,
30,1,4,14,1,1,4,On Seeing the Elgin Marbles”,Of godlike hardship tells me I must die,Sadness,,Sadness,
30,1,5,14,1,1,5,On Seeing the Elgin Marbles”,Like a sick eagle looking at the sky.,Sadness,,Sadness,
30,1,6,14,1,1,6,On Seeing the Elgin Marbles”,"Yet ‘tis a gentle luxury to weep,",Sadness,,Sadness,
30,1,7,14,1,1,7,On Seeing the Elgin Marbles”,"That I have not the cloudy winds to keep,",Sadness,,Sadness,
30,1,8,14,1,1,8,On Seeing the Elgin Marbles”,Fresh for the opening of the morning’s eye.,Sadness,,Sadness,
30,1,9,14,1,1,9,On Seeing the Elgin Marbles”,Such dim-conceived glories of the brain,Sadness,,Sadness,
30,1,10,14,1,1,10,On Seeing the Elgin Marbles”,Bring round the heart an indescribable feud;,Sadness,,Sadness,
30,1,11,14,1,1,11,On Seeing the Elgin Marbles”,"So do these wonders a most dizzy pain,",Sadness,,Sadness,
30,1,12,14,1,1,12,On Seeing the Elgin Marbles”,That mingles Grecian grandeur with the rude,Sadness,,Sadness,
30,1,13,14,1,1,13,On Seeing the Elgin Marbles”,Wasting of old Time—with a billowy main—,Sadness,,Sadness,
30,1,14,14,1,1,14,On Seeing the Elgin Marbles”,A sun—a shadow of a magnitude.,Sadness,,Sadness,
31,1,1,12,2,1,1,The Banks O ’ Doon — Second Version,"Ye flowery banks o ’ bonie Doon ,",Beauty / Joy,,Beauty / Joy,
31,1,2,12,2,1,2,The Banks O ’ Doon — Second Version,How can ye blume sae fair ?,Beauty / Joy,,Beauty / Joy,
31,1,3,12,2,1,3,The Banks O ’ Doon — Second Version,"How can ye chant , ye little birds ,",Beauty / Joy,,Beauty / Joy,
31,1,4,12,2,1,4,The Banks O ’ Doon — Second Version,And I sae fu ’ o care !,Sadness,,Beauty / Joy,
31,1,5,12,2,1,5,The Banks O ’ Doon — Second Version,"Thou ""ll break my heart , thou bonie bird ,",Sadness,,Sadness,
31,1,6,12,2,1,6,The Banks O ’ Doon — Second Version,That sings upon the bough !,Sadness,,Sadness,
31,1,7,12,2,1,7,The Banks O ’ Doon — Second Version,Thou minds me o ’ the happy days,Sadness,Nostalgia,Sadness,Nostalgia
31,1,8,12,2,1,8,The Banks O ’ Doon — Second Version,When my fause Luve was true .,Sadness,Nostalgia,Sadness,Nostalgia
31,1,9,12,2,1,9,The Banks O ’ Doon — Second Version,"Thou ""ll break my heart , thou bonie bird ,",Sadness,,Sadness,
31,1,10,12,2,1,10,The Banks O ’ Doon — Second Version,That sings beside thy mate ;,Sadness,,Sadness,
31,1,11,12,2,1,11,The Banks O ’ Doon — Second Version,"For sae I sat , and sae I sang ,",Sadness,,Sadness,
31,1,12,12,2,1,12,The Banks O ’ Doon — Second Version,And wist na o ’ my fate .,Sadness,,Sadness,
31,2,1,12,2,2,1,The Banks O ’ Doon — Second Version,"Aft hae I rov ""d by bonie Doon ,",Nostalgia,Beauty / Joy,Beauty / Joy,Nostalgia
31,2,2,12,2,2,2,The Banks O ’ Doon — Second Version,To see the woodbine twine ;,Nostalgia,Beauty / Joy,Beauty / Joy,Nostalgia
31,2,3,12,2,2,3,The Banks O ’ Doon — Second Version,"And ilka bird sang o ’ its Luve ,",Nostalgia,Beauty / Joy,Beauty / Joy,Nostalgia
31,2,4,12,2,2,4,The Banks O ’ Doon — Second Version,And sae did I o ’ mine .,Nostalgia,Beauty / Joy,Beauty / Joy,Nostalgia
31,2,5,12,2,2,5,The Banks O ’ Doon — Second Version,"Wi ’ lightsome heart I pu ""d a rose ,",Nostalgia,Beauty / Joy,Beauty / Joy,Nostalgia
31,2,6,12,2,2,6,The Banks O ’ Doon — Second Version,Upon its thorny tree ;,Nostalgia,Beauty / Joy,Beauty / Joy,Nostalgia
31,2,7,12,2,2,7,The Banks O ’ Doon — Second Version,"But my fause Luver staw my rose ,",Sadness,Beauty / Joy,Beauty / Joy,
31,2,8,12,2,2,8,The Banks O ’ Doon — Second Version,And left the thorn wi ’ me .,Sadness,Beauty / Joy,Beauty / Joy,
31,2,9,12,2,2,9,The Banks O ’ Doon — Second Version,"Wi ’ lightsome heart I pu ""d a rose ,",Sadness,Beauty / Joy,Beauty / Joy,
31,2,10,12,2,2,10,The Banks O ’ Doon — Second Version,Upon a morn in June ;,Sadness,Beauty / Joy,Beauty / Joy,
31,2,11,12,2,2,11,The Banks O ’ Doon — Second Version,"And sae I flourished on the morn ,",Sadness,Beauty / Joy,Beauty / Joy,
31,2,12,12,2,2,12,The Banks O ’ Doon — Second Version,"And sae was pu ""d or noon .",Sadness,Beauty / Joy,Beauty / Joy,
32,1,1,8,5,1,1,"A Man ""s A Man For A ’ That",Is there for honest Poverty,Sadness,,Vitality,Sadness
32,1,2,8,5,1,2,"A Man ""s A Man For A ’ That","That hings his head , an ’ a ’ that ;",Sadness,,Vitality,Sadness
32,1,3,8,5,1,3,"A Man ""s A Man For A ’ That","The coward slave — we pass him by ,",Sadness,,Vitality,Sadness
32,1,4,8,5,1,4,"A Man ""s A Man For A ’ That",We dare be poor for a ’ that !,Sadness,,Vitality,Sadness
32,1,5,8,5,1,5,"A Man ""s A Man For A ’ That","For a ’ that , an ’ a ’ that .",Sadness,,Vitality,Sadness
32,1,6,8,5,1,6,"A Man ""s A Man For A ’ That","Our toils obscure an ’ a ’ that ,",Sadness,,Vitality,Sadness
32,1,7,8,5,1,7,"A Man ""s A Man For A ’ That","The rank is but the guinea ""s stamp ,",Sadness,,Vitality,Sadness
32,1,8,8,5,1,8,"A Man ""s A Man For A ’ That","The Man ""s the gowd for a ’ that .",Sadness,,Vitality,Sadness
32,2,1,8,5,2,1,"A Man ""s A Man For A ’ That","What though on hamely fare we dine ,",Sadness,,Vitality,
32,2,2,8,5,2,2,"A Man ""s A Man For A ’ That","Wear hoddin grey , an ’ a that ;",Sadness,,Vitality,
32,2,3,8,5,2,3,"A Man ""s A Man For A ’ That","Gie fools their silks , and knaves their wine ;",Sadness,,Vitality,
32,2,4,8,5,2,4,"A Man ""s A Man For A ’ That","A Man ""s a Man for a ’ that :",Sadness,,Vitality,
32,2,5,8,5,2,5,"A Man ""s A Man For A ’ That","For a ’ that , and a ’ that ,",Sadness,,Vitality,
32,2,6,8,5,2,6,"A Man ""s A Man For A ’ That","Their tinsel show , an ’ a ’ that ;",Sadness,,Vitality,
32,2,7,8,5,2,7,"A Man ""s A Man For A ’ That","The honest man , tho ’ e""er sae poor ,",Sadness,,Vitality,
32,2,8,8,5,2,8,"A Man ""s A Man For A ’ That",Is king o ’ men for a ’ that .,Sadness,,Vitality,
32,3,1,8,5,3,1,"A Man ""s A Man For A ’ That","Ye see yon birkie , ca ""d a lord ,",Humor,,Vitality,
32,3,2,8,5,3,2,"A Man ""s A Man For A ’ That","Wha struts , an ’ stares , an ’ a ’ that ;",Humor,,Vitality,
32,3,3,8,5,3,3,"A Man ""s A Man For A ’ That","Tho ’ hundreds worship at his word ,",Humor,,Vitality,
32,3,4,8,5,3,4,"A Man ""s A Man For A ’ That","He ""s but a coof for a ’ that :",Humor,,Vitality,
32,3,5,8,5,3,5,"A Man ""s A Man For A ’ That","For a ’ that , an ’ a ’ that ,",Humor,,Vitality,
32,3,6,8,5,3,6,"A Man ""s A Man For A ’ That","His ribband , star , an ’ a ’ that :",Humor,,Vitality,
32,3,7,8,5,3,7,"A Man ""s A Man For A ’ That",The man o ’ independent mind,Humor,,Vitality,
32,3,8,8,5,3,8,"A Man ""s A Man For A ’ That",He looks an ’ laughs at a ’ that .,Humor,,Vitality,
32,4,1,8,5,4,1,"A Man ""s A Man For A ’ That","A prince can mak a belted knight ,",Beauty / Joy,,Vitality,
32,4,2,8,5,4,2,"A Man ""s A Man For A ’ That","A marquis , duke , an ’ a ’ that ;",Beauty / Joy,,Vitality,
32,4,3,8,5,4,3,"A Man ""s A Man For A ’ That","But an honest man ""s abon his might ,",Beauty / Joy,,Vitality,
32,4,4,8,5,4,4,"A Man ""s A Man For A ’ That","Gude faith , he maunna fa ’ that !",Beauty / Joy,,Vitality,
32,4,5,8,5,4,5,"A Man ""s A Man For A ’ That","For a ’ that , an ’ a ’ that ,",Beauty / Joy,,Vitality,
32,4,6,8,5,4,6,"A Man ""s A Man For A ’ That",Their dignities an ’ a ’ that ;,Beauty / Joy,,Vitality,
32,4,7,8,5,4,7,"A Man ""s A Man For A ’ That","The pith o ’ sense , an ’ pride o ’ worth ,",Beauty / Joy,,Vitality,
32,4,8,8,5,4,8,"A Man ""s A Man For A ’ That",Are higher rank than a ’ that .,Beauty / Joy,,Vitality,
32,5,1,8,5,5,1,"A Man ""s A Man For A ’ That","Then let us pray that come it may ,",Beauty / Joy,,Vitality,Beauty / Joy
32,5,2,8,5,5,2,"A Man ""s A Man For A ’ That","( As come it will for a ’ that ,)",Beauty / Joy,,Vitality,Beauty / Joy
32,5,3,8,5,5,3,"A Man ""s A Man For A ’ That","That Sense and Worth , o""er a ’ the earth ,",Beauty / Joy,,Vitality,Beauty / Joy
32,5,4,8,5,5,4,"A Man ""s A Man For A ’ That","Shall bear the gree , an ’ a ’ that .",Beauty / Joy,,Vitality,Beauty / Joy
32,5,5,8,5,5,5,"A Man ""s A Man For A ’ That","For a ’ that , an ’ a ’ that ,",Beauty / Joy,,Vitality,Beauty / Joy
32,5,6,8,5,5,6,"A Man ""s A Man For A ’ That","It ""s coming yet for a ’ that ,",Beauty / Joy,,Vitality,Beauty / Joy
32,5,7,8,5,5,7,"A Man ""s A Man For A ’ That","That Man to Man , the world o""er ,",Beauty / Joy,,Vitality,Beauty / Joy
32,5,8,8,5,5,8,"A Man ""s A Man For A ’ That",Shall brothers be for a ’ that .,Beauty / Joy,,Vitality,Beauty / Joy
33,1,1,4,2,1,1,Morning at the Window,"They are rattling breakfast plates in basement kitchens ,",Uneasiness,,Uneasiness,
33,1,2,4,2,1,2,Morning at the Window,And along the trampled edges of the street,Uneasiness,,Uneasiness,
33,1,3,4,2,1,3,Morning at the Window,I am aware of the damp souls of housemaids,Uneasiness,,Uneasiness,
33,1,4,4,2,1,4,Morning at the Window,Sprouting despondently at area gates .,Uneasiness,,Uneasiness,
33,2,1,5,2,2,1,Morning at the Window,The brown waves of fog toss up to me,Uneasiness,,Uneasiness,
33,2,2,5,2,2,2,Morning at the Window,"Twisted faces from the bottom of the street ,",Uneasiness,,Uneasiness,
